original_language,original_title,release_date,,runtime,runtime,tagline,vote_average,price;
en,This Isn't Funny,06/11/2015,,86,86,Right Person. Wrong Time.,7.7,7.99;
en,Deep Blues,01/04/1992,,91,91,A Musical Pilgrimage to The Crossroads,8,7.99;
"en,The Smile Man,15/06/2013,,10,10,""When Life Knocks You Down, Just Grin and Bear It!"",7.4,6.99";
en,Envelope,28/05/2012,,17,17,Faith Is Always Sealed,7.7,7.99;
"en,A Summer Story,11/08/1988,,95,95,""For every man and every woman there is that one great love. A love that touches the heart, fires the soul, and lingers in the memory forever."",7.6,7.99";
"en,The Ties That Bind,27/11/2015,,57,57,""A Rare Glimpse Into Bruce Springsteen's Groundbreaking Album, The River"",7.3,6.99";
en,Bardelys the Magnificent,30/09/1926,,90,90,The screen's great lover in a dashing role!,8,7.99;
"en,Cattle Town,06/09/1952,,71,71,""THIS IS CATTLEMAN'S LAND, MISTER...and no man is tough enough to take it away!"",10,9.99";
en,The Big Short,11/12/2015,,130,130,This is a true story.,7.3,6.99;
en,Chaos on the Bridge,25/08/2015,,59,59,The Untold Story Behind an Iconic Sci-Fi Franchise,7.4,6.99;
en,For Lovers Only,12/07/2011,,88,88,An American photographer runs into an old flame while on assignment in Paris.,7.2,6.99;
en,Anuvahood,18/03/2011,,88,88,There's a wasteman on every street!,7.4,6.99;
"en,OzLand,08/02/2015,,115,115,""What if there is more to this world than we know? What if OzLand really exists, and that's where everybody is?"",7.4,6.99";
en,The Testaments,24/03/2000,,65,65,of One Fold and One Shepherd,7.2,6.99;
en,Elaine Stritch: At Liberty,01/01/2002,,140,140,Legendary performances come along so rarely.,10,9.99;
en,Nocturnal Animals,04/11/2016,,116,116,When you love someone you can't just throw it away,7.2,6.99;
en,A Syrian Love Story,09/06/2015,,76,76,An Incredible Family Odyssey Of Hope And Dreams,7.6,7.99;
en,Pimpernel Smith,26/07/1941,,120,120,The man the Gestapo hates!,7.3,6.99;
en,Steve McQueen: The Man & Le Mans,16/05/2015,,112,112,The true story of a life changing passion,7.6,7.99;
en,Beyond the Blackboard,24/04/2011,,100,100,A  first-time teacher makes a difference in the lives of homeless children,7.1,6.99;
en,Science Fiction,28/09/2002,,90,90,In every child there is a doubt...,8,7.99;
"en,Eddie the Eagle,26/02/2016,,106,106,""Win or lose, always aim high"",7.2,6.99";
en,Liquidation,10/01/2007,,644,644,The meeting place is Odessa,7.3,6.99;
en,Racing Extinction,24/01/2015,,90,90,It's better to light one candle than curse the darkness.,7.8,7.99;
en,Looking for Grace,26/01/2016,,100,100,Behind every smile there's a story,10,9.99;
en,Alone Yet Not Alone,01/09/2013,,103,103,Their Faith Became Their Freedom,7.3,6.99;
en,The Eagle Huntress,02/11/2016,,87,87,Witness one girl's dream take flight,7.3,6.99;
en,B.B. King: The Life of Riley,15/10/2012,,123,123,Survival is a word... This is its story!,7.5,7.99;
en,Holding the Man,27/08/2015,,128,128,A love story for everyone,7.8,7.99;
en,Me Before You,02/06/2016,,110,110,#LiveBoldly,7.6,7.99;
en,The Cinema Snob Movie,27/09/2012,,124,124,A Legend is Born,9,8.99;
en,Grease Live,31/01/2016,,180,180,An electrifying LIVE television event!,7.4,6.99;
en,Zootopia,11/02/2016,,108,108,Welcome to the urban jungle.,7.7,7.99;
en,Satan's Cheerleaders,01/06/1977,,92,92,When these girls raise hell... there's the devil to pay!,7.3,6.99;
en,The Fear of 13,15/10/2015,,96,96,We are the stories we tell.,8,7.99;
"en,Mad at the Moon,16/09/1992,,98,98,""When the moon rises, the howling begins."",10,9.99";
"en,""Butcher, Baker, Nightmare Maker"",24/02/1982,,96,96,She was lonely. He was all she had. No-one would take him from her - and live...,7.2,6.99";
en,Regular Show: The Movie,01/09/2015,,70,70,Save the Universe From Yourselves or You're Fired,7.3,6.99;
en,Doomed! The Untold Story of Roger Corman's The Fantastic Four,10/07/2015,,85,85,How many movies did Roger Corman make that never got released? One.,7.8,7.99;
en,Please Subscribe,23/03/2013,,79,79,A Documentary About YouTubers,7.4,6.99;
"en,Oil City Confidential,20/10/2009,,104,104,""Oil City is 100% Pure Below Sea Level, Canvey Island Noir"",8.5,7.99";
en,Hunt for the Wilderpeople,31/03/2016,,101,101,Nature just got gangster,7.8,7.99;
"en,Rabbits,01/01/2002,,42,42,""In a nameless city, deluged by a continuous rain, three rabbits live with a fearful mystery."",7.1,6.99";
en,Os canibais,02/06/1988,,90,90,A drama following stories of characters from the Portuguese High Society.,7.7,7.99;
"en,Shuttlecock Boys,02/08/2012,,76,76,""'A Journey of Dreams'- Courage, Determination, Destiny"",10,9.99";
en,Hammer & Tickle,08/01/2007,,89,89,The story of a political system that was laughed out of existence.,8.3,7.99;
en,Homegrown: The Counter-Terror Dilemma,08/02/2016,,93,93,The war on terror has many casualties.,8,7.99;
en,Secrets of Life,06/11/1956,,70,70,THE WONDROUS Mysteries of Nature Brought to the Screen for the First Time in a Motion Picture You Will Never Forget!,8,7.99;
en,Remember,23/10/2015,,94,94,Dark truths will come to light.,7.4,6.99;
en,The Man from Hong Kong,31/07/1975,,111,111,Fast! Fantastic! Fun! Nothing can stop him!,7.3,6.99;
en,Eye in the Sky,11/09/2015,,102,102,Welcome to the new front line,7.2,6.99;
en,Kareem: Minority of One,03/11/2015,,89,89,Beyond The Game.,7.8,7.99;
en,Monster High: Great Scarrier Reef,12/02/2016,,69,69,You won't believe what awaits you under the waves!,7.2,6.99;
"en,Μάθε Παιδί Μου Γράμματα,30/09/1981,,96,96,""The most important political, post-military junta satire about the nation, the religion, the education, the family."",7.1,6.99";
en,Love's Routine,19/06/2013,,9,9,Love is a waiting game,7.3,6.99;
en,Haack ...The King of Techno,19/01/2004,,70,70,...The King of Techno,8,7.99;
en,This Is The Life,08/02/2008,,97,97,How the West was One,8,7.99;
en,Sunshine Superman,22/05/2015,,100,100,If there are mountains let's climb them. If there are buildings let's jump off them.,7.2,6.99;
en,Everything Is Copy,29/09/2015,,89,89,Nora Ephron: Scripted & Unscripted,7.6,7.99;
en,Only the Dead See The End of War,11/06/2015,,78,78,How Far Would You Go To Understand The True Nature Of War,8,7.99;
en,Zero Days,08/07/2016,,116,116,World War 3.0,7.5,7.99;
en,Sing Street,11/03/2016,,106,106,Boy meets girl. Girl unimpressed. Boy starts band.,8,7.99;
en,Bowery Battalion,24/01/1951,,69,69,THEY'RE THE DAFFIEST DRAFTEES IN HISTORY!,10,9.99;
en,Private Eyes,06/12/1953,,64,64,YOU'LL YOCK An YOWL...AS THOSE HALF-WIT HAWKSHAWS GO ON THE PROWL FOR A MISSING BLONDE MINX IN MINK!,8,7.99;
en,High Society,17/04/1955,,61,61,What A BALL! What A BRAWL! Those half-baked lowbrows crash the upper crust!,8,7.99;
en,Angry Indian Goddesses,18/09/2015,,115,115,Angels. Lovers. Victims. Killers. Buddies... Women.,7.7,7.99;
en,Day One,16/04/2015,,25,25,Two feuding worlds. One woman's voice.,7.4,6.99;
en,The Pack,20/11/1977,,95,95,Last summer they were pets. Now they are predators.,7.5,7.99;
en,A Good American,23/09/2016,,100,100,The extraordinary story of an extraordinary spy,7.5,7.99;
en,Very Semi-Serious,19/04/2015,,83,83,A partially thorough portrait of New Yorker cartoonists,7.3,6.99;
en,From Bedrooms to Billions,03/10/2014,,162,162,A Scientific Curiosity That Sparked a Revolution,7.1,6.99;
en,Sherpa,07/06/2015,,96,96,Some Live to Climb. They Climb to Live.,7.4,6.99;
en,The Education of Sonny Carson,17/07/1974,,104,104,You learn a lot in the streets.,7.3,6.99;
en,Blondie Goes Latin,27/02/1941,,72,72,Where there's a Bumstead...there's always trouble and fun!,8,7.99;
en,The Man Who Knew Infinity,08/04/2016,,108,108,What does it take to prove the impossible?,7.2,6.99;
en,Disney's Very Merry Christmas Sing Along Songs,05/11/2002,,54,54,Over 20 Holiday Songs,7.1,6.99;
"en,""Houston, We Have a Problem!"",05/05/2016,,88,88,Yugoslav Space Program: Myth Or Reality?,8.7,8.99";
en,Tickled,24/01/2016,,92,92,The hunt for the truth in competitive tickling,7.3,6.99;
en,N Is a Number: A Portrait of Paul Erdös,13/05/1993,,57,57,The story of a wandering mathematician obsessed with unsolved problems.,7.7,7.99;
"en,11.22.63,15/02/2016,,432,432,""When you fight the past, the past fights back."",8,7.99";
"en,エンゼルコップ Enzeru Koppu,31/10/1989,,180,180,""In a nightmare future, violence is the only law"",7.8,7.99";
en,Twisted,28/11/2013,,133,133,The Untold Story of a Royal Vizier,7.1,6.99;
en,About Mrs. Leslie,03/08/1954,,104,104,...and the man she never quite married,8.5,7.99;
en,The Search for Freedom,06/08/2015,,0,0,Pure Energy. Infinite Possibilities.,7.5,7.99;
en,Fresh,26/05/2009,,72,72,New thinking about what we're eating,8.3,7.99;
en,The Beautiful Truth,14/11/2008,,91,91,The world's simplest cure for cancer,7.3,6.99;
en,Super Juice Me!,26/04/2014,,96,96,8 people… 22 diseases… 28 days… 1 answer?,7.3,6.99;
en,Kang rinpoche,10/09/2015,,115,115,A Journey Into Humanity And Faith,7.8,7.99;
en,Captain Fantastic,02/07/2016,,119,119,He Prepared Them for Everything Except the Outside World.,7.9,7.99;
en,My Beautiful Broken Brain,18/03/2016,,84,84,Life is like a dream,7.2,6.99;
en,Catching Out,11/01/2003,,79,79,Hobo Documentary Trainhopping HitchHiking punk bull,7.8,7.99;
en,Plastic Utopia,04/10/1997,,98,98,What the hell is going on?,8,7.99;
en,Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,09/04/2016,,108,108,You know her name. But you don't know her story.,8.3,7.99;
en,The Fundamentals of Caring,16/06/2016,,93,93,Caring is a funny thing.,7.4,6.99;
"en,Loot,01/05/1970,,101,101,""We knock off anything - bodies, banks and birds!"",8,7.99";
en,Tab Hunter Confidential,15/03/2015,,90,90,Hollywood's all American boy had a secret.,7.6,7.99;
en,Future Shock! The Story of 2000AD,19/09/2014,,110,110,The anarchic and unruly history of the galaxy's greatest comic,7.3,6.99;
en,Old Fashioned: The Story of the Wisconsin Supper Club,10/04/2015,,51,51,A new documentary on an old fashioned tradition,10,9.99;
en,Planet Earth,10/12/2006,,550,550,planet earth as you've never seen it before,8.8,8.99;
en,Life,14/12/2009,,500,500,From the Makers of Planet Earth,8.5,7.99;
en,Pelé: Birth of a Legend,06/05/2016,,107,107,A boy with nothing who changed everything.,7.3,6.99;
en,좋은 친구들,10/07/2014,,114,114,Torn by the truth,8.8,8.99;
en,Roots,30/05/2016,,383,383,Your name is your shield.,7.3,6.99;
en,Bloodmoon,20/06/1997,,102,102,You get one shot Before he kills you.,7.4,6.99;
"en,Devil Dogs of the Air,09/02/1935,,85,85,""Bigger Than """"Here Comes The Navy"""" !"",8,7.99";
en,De Palma,10/06/2016,,108,108,Being a director is being a watcher.,7.3,6.99;
"en,Patterns of Evidence: The Exodus,14/01/2015,,115,115,""Patterns of Evidence is an engaging, visually pleasing and fascinating piece of filmmaking whatever one believes."",8.3,7.99";
en,Dragons: A Fantasy Made Real,01/12/2004,,99,99,What if dragons actually existed?,7.1,6.99;
"en,""Life, Animated"",03/03/2016,,91,91,""When he fell into silence, movies gave him back his voice"",7.9,7.99";
"en,The Rolling Stones Rock and Roll Circus,16/10/1996,,65,65,""For a brief moment, it seemed Rock & Roll would INHERIT THE EARTH."",7.4,6.99";
en,Nerve,27/07/2016,,96,96,Are you a watcher or a player?,7.1,6.99;
en,The Grandmother,01/01/1970,,34,34,To live is to die.,7.2,6.99;
en,The Lost Valentine,30/01/2011,,100,100,Love can stand the test of time.,7.2,6.99;
en,Undrafted,15/07/2016,,100,100,A story about life's strikeouts and home runs.,7.2,6.99;
"en,The Iceman: Confessions of a Mafia Hitman,01/03/2001,,90,90,""He's killed over 125 people, one at a time... sometimes just for practice."",7.3,6.99";
en,Looking: The Movie,24/07/2016,,85,85,The End Is A New Beginning,7.1,6.99;
en,The Far Pavilions,21/04/1984,,320,320,The 'Gone With The Wind' of the north-west frontier of India.,10,9.99;
en,Hell or High Water,12/08/2016,,102,102,Blood always follows money.,7.2,6.99;
en,李三腳威震地獄門,25/03/1977,,0,0,This film is dedicated to millions who love Bruce Lee,10,9.99;
"en,Protagonist,02/12/2007,,90,90,""What do a bank robber, a terrorist, a kung fu student, and a gay evangelist have in common? They're all just like you."",8,7.99";
en,Pufnstuf,03/05/1970,,94,94,A musical adventure of Double-Stuffed proportions!,7.7,7.99;
"en,Sunnyside Up,25/12/1929,,121,121,""The screen's first original all talking, singing, dancing musical comedy."",10,9.99";
en,The Edge of Seventeen,18/11/2016,,104,104,You're only young once... is it over yet?,7.3,6.99;
en,Bazodee,05/08/2016,,101,101,Love is a Carousel,10,9.99;
en,Hacking Democracy,01/01/2006,,82,82,Is voting controlled by 100 million voters or one guy sitting in his grandmothers basement?,7.7,7.99;
en,Moonlight,21/10/2016,,111,111,This is the story of a lifetime,7.3,6.99;
en,Ghosts of Abu Ghraib,01/01/2007,,78,78,Facing The Darkness Within,8,7.99;
en,Footsteps in the Fog,14/09/1955,,90,90,CLOSE ENOUGH TO KISS...OR KILL!,7.7,7.99;
en,Kubo and the Two Strings,18/08/2016,,102,102,The quest begins,7.7,7.99;
en,High Strung,08/04/2016,,96,96,See the music. Hear the dance.,7.1,6.99;
"en,Arisan! 2,01/12/2011,,119,119,""Eight years later, what are they looking for?"",8,7.99";
en,Louis C.K.: One Night Stand,19/08/2005,,30,30,Louis C.K.'s HBO Special One Night Stand,7.3,6.99;
en,Lost Songs: The Basement Tapes Continued,21/11/2014,,106,106,His lyrics. Their music. A shared story.,7.8,7.99;
en,Chasing Great,01/09/2016,,105,105,In The Mind Of A Champion,9.3,8.99;
en,The Vanishing Prairie,17/08/1954,,71,71,A tribute to nature untouched by today.,8,7.99;
en,The Legend of Nigger Charley,16/03/1972,,98,98,Somebody warn the West. Nigger Charley ain't running no more.,8.5,7.99;
en,Hacksaw Ridge,07/10/2016,,140,140,One of the greatest heroes in American history never fired a bullet.,7.8,7.99;
en,For the Love of Spock,09/09/2016,,105,105,Live long...,7.8,7.99;
en,The Beatles: Eight Days a Week - The Touring Years,15/09/2016,,99,99,The band you know. The story you don't.,7.6,7.99;
en,The Promise,21/04/2017,,130,130,Empires fall. Love survives.,7.3,6.99;
en,What Remains,01/01/2005,,80,80,The Life and Work of Sally Mann,8,7.99;
en,Arrival,10/11/2016,,113,113,Why are they here?,7.2,6.99;
"en,Traceroute,28/04/2016,,120,120,""A Personal Journey Into The Uncharted Depths Of Nerd Culture, A Realm Full Of Dangers, Creatures And More Or Less Precarious Working Conditions"",8.7,8.99";
en,Kicks,09/09/2016,,80,80,They aren't just shoes,7.5,7.99;
en,Love Never Dies,08/02/2012,,120,120,The Sequel to The Phantom of the Opera,7.5,7.99;
en,Clearcut,10/09/1991,,100,100,They were destroying the land of his heritage...now they must pay!,8.5,7.99;
en,La La Land,29/11/2016,,128,128,Here's to the fools who dream.,7.9,7.99;
en,13th,07/10/2016,,100,100,From slave to criminal with one amendment.,8,7.99;
en,The Siege of Jadotville,19/09/2016,,108,108,the Irish army's forgotten battle,7.3,6.99;
en,Chasing Freedom,19/01/2004,,120,120,History Is Written By The Brave.,8,7.99;
en,After the Promise,11/10/1987,,90,90,Based On True Story,7.6,7.99;
en,Batman: Return of the Caped Crusaders,08/10/2016,,78,78,The crusade continues...,7.2,6.99;
en,An Evening of Edgar Allan Poe,01/01/1970,,53,53,A diabolical quartet of HORRIFYING Evil!,7.8,7.99;
en,Into the Woods,31/03/2011,,153,153,Once upon a time...,9,8.99;
en,Borrowed Time,31/10/2015,,7,7,Keep Moving Forward,7.8,7.99;
en,The Red Pill,07/10/2016,,117,117,A feminist's journey into the Men's Rights Movement,8,7.99;
"en,Killjoy's Psycho Circus,30/10/2016,,120,120,""Welcome, My Friends. To the Show That Never Ends."",9,8.99";
en,Ethel & Ernest,28/10/2016,,94,94,A true story.,7.8,7.99;
"en,Before the Flood,21/10/2016,,93,93,""The science is clear, the future is not."",7.9,7.99";
en,Lion,24/11/2016,,118,118,The search begins,8,7.99;
en,The Thinning,12/10/2016,,90,90,Only the smartest will survive,7.6,7.99;
en,Tanna,16/10/2015,,100,100,Two tribes. One love.,7.4,6.99;
"en,""Quiet Riot: Well Now You're Here, There's No Way Back"",29/04/2014,,104,104,Some bands deserve another shot...and another...and another...and another.,9.5,9.99";
en,Trapped,24/01/2016,,83,83,What remains of a woman's right to choose?,7.8,7.99;
"en,Pure Pwnage: Teh Movie,23/01/2016,,91,91,""The greatest video game player of all time returns to pwn n00bs... and if he's not too busy, change the world while he's at it."",8.4,7.99";
en,The Ivory Game,02/09/2016,,112,112,The hunt for the hunter begins,7.9,7.99;
en,HyperNormalisation,16/10/2016,,166,166,Our world is strange and often fake and corrupt. But we think it’s normal because we can’t see anything else. HyperNormalisation - the story of how we got here.,8.1,7.99;
"en,The Secret Garden,30/11/1987,,100,100,""The timeless tale of a special place where magic, hope and love grow."",7.4,6.99";
en,Forever Female,13/01/1954,,93,93,Tells the Men all about the Women!,7.4,6.99;
en,Sour Grapes,27/05/2016,,86,86,True Story - Fake Wine,8.3,7.99;
"en,Food Choices,21/04/2016,,90,90,""Eat better, live better & help save the planet."",8.2,7.99";
en,Moana,23/11/2016,,107,107,The ocean is calling.,7.3,6.99;
en,The Space Between Us,26/01/2017,,121,121,What's your favorite thing about Earth?,7.2,6.99;
en,Rogue One: A Star Wars Story,14/12/2016,,133,133,A Rebellion Built on Hope,7.4,6.99;
en,Miss Sloane,25/11/2016,,132,132,Make sure you surprise them.,7.2,6.99;
"en,Bwakaw,05/09/2012,,104,104,""In life, you only need one true friend."",8,7.99";
"en,Hidden Figures,10/12/2016,,127,127,""Meet the women you don't know, behind the mission you do."",7.8,7.99";
en,The Maker,01/06/2011,,6,6,Life is what you make it.,7.9,7.99;
en,This Beautiful Fantastic,20/10/2016,,100,100,Life blooms in enchanting ways.,7.3,6.99;
en,Perri,28/08/1957,,75,75,BEWITCHING! BEAUTIFUL! BREATHLESSLY EXCITING,7.3,6.99;
en,Five,10/10/2011,,87,87,Direct Your Power,7.4,6.99;
en,Manifesto,15/06/2017,,130,130,ALL CURRENT ART IS FAKE,8,7.99;
"en,Maula Jat,10/02/1979,,156,156,""Maula Jat tells the true story of it's eponymous hero's blood feud with the local """"gunda"""" Nuri Nath."",10,9.99";
en,Ballerina,14/12/2016,,89,89,Life's greatest adventures begin with a single... Leap!,7.1,6.99;
en,A Street Cat Named Bob,04/11/2016,,103,103,Sometimes it takes nine lives to save one,7.5,7.99;
en,The Lego Batman Movie,08/02/2017,,104,104,Always be yourself. Unless you can be Batman.,7.2,6.99;
en,Christmas Time In South Park,09/10/2000,,154,154,Howdy ho!,7.8,7.99;
